id,title,franquicia,genres
2087,The Getaway,,"['Drama', 'Action', 'Thriller']"
41579,Getting Even with Dad,,"['Family', 'Comedy', 'Crime']"
18620,Go Fish,,"['Drama', 'Romance']"
41006,A Good Man in Africa,,"['Comedy', 'Drama']"
4916,Guilty as Sin,,"['Drama', 'Thriller']"
2019,Hard Target,Hard Target Collection,"['Action', 'Adventure', 'Crime', 'Thriller']"
31642,Heaven & Earth,,"['History', 'War', 'Action', 'Drama']"
9255,Hot Shots! Part Deux,Hot Shots! Collection,"['Action', 'Comedy', 'War']"
26271,Live Nude Girls,,['Comedy']
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,,"['Drama', 'Comedy', 'Romance']"
2259,The House of the Spirits,,"['Romance', 'Drama']"
16097,House Party 3,House Party Collection,['Comedy']
11934,The Hudsucker Proxy,,"['Comedy', 'Drama']"
106143,I'll Do Anything,,"['Comedy', 'Drama']"
12475,In the Army Now,,['Comedy']
9386,In the Line of Fire,,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']"
7984,In the Name of the Father,,['Drama']
59930,The Inkwell,,"['Comedy', 'Drama', 'Romance']"
15765,What's Love Got to Do with It,,"['Drama', 'Music']"
31643,Jimmy Hollywood,,['Comedy']
6,Judgment Night,,"['Action', 'Thriller', 'Crime']"
329,Jurassic Park,Jurassic Park Collection,"['Adventure', 'Science Fiction']"
10909,Kalifornia,,"['Thriller', 'Crime']"
507,Killing Zoe,,"['Action', 'Crime', 'Drama', 'Thriller']"
34024,King of the Hill,,['Drama']
29918,Lassie,,"['Action', 'Adventure', 'Drama', 'Family']"
9593,Last Action Hero,,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
42580,Life With Mikey,,"['Comedy', 'Family']"
22317,Lightning Jack,,"['Action', 'Comedy', 'Western']"
1413,M. Butterfly,,"['Drama', 'Romance']"
12121,Made in America,,['Comedy']
2246,Malice,,"['Drama', 'Crime']"
10502,The Man without a Face,,['Drama']
10440,Manhattan Murder Mystery,,"['Comedy', 'Mystery']"
9516,Menace II Society,,"['Drama', 'Action', 'Crime']"
2320,Executive Decision,,"['Action', 'Adventure', 'Drama', 'Thriller']"
5879,In the Realm of the Senses,,"['Drama', 'Romance']"
83718,What Happened Was...,,"['Thriller', 'Comedy', 'Drama', 'Romance']"
11971,Much Ado About Nothing,,"['Drama', 'Comedy', 'Romance']"
2625,Mr. Jones,,"['Drama', 'Romance']"
31911,Mr. Wonderful,,"['Comedy', 'Romance']"
788,Mrs. Doubtfire,,"['Comedy', 'Drama', 'Family']"
21450,Naked,,"['Comedy', 'Drama']"
11231,The Next Karate Kid,The Karate Kid Collection,['Adventure']
41588,The New Age,,"['Comedy', 'Drama']"
10447,No Escape,,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
31586,North,,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']"
9300,Orlando,,"['Romance', 'Drama', 'Fantasy']"
9559,A Perfect World,,"['Crime', 'Drama', 'Thriller']"
9800,Philadelphia,,['Drama']
713,The Piano,,"['Drama', 'Romance']"
8291,Poetic Justice,,"['Drama', 'Romance']"
18133,The Program,,['Drama']
25557,The Puppet Masters,,"['Horror', 'Science Fiction', 'Thriller']"
22588,Radioland Murders,,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']"
10872,The Ref,,['Comedy']
1245,The Remains of the Day,,"['Drama', 'Romance']"
11858,Renaissance Man,,"['Comedy', 'War']"
7007,Rising Sun,,"['Action', 'Drama', 'Thriller']"
10467,The Road to Wellville,,"['Comedy', 'Romance']"
5550,RoboCop 3,RoboCop Collection,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']"
8005,Robin Hood: Men in Tights,,['Comedy']
2088,Romeo Is Bleeding,,"['Action', 'Crime', 'Drama', 'Thriller']"
10412,Romper Stomper,,"['Action', 'Drama', 'Thriller']"
47889,Ruby in Paradise,,"['Drama', 'Romance']"
14534,Rudy,,['Drama']
56583,The Saint of Fort Washington,,['Drama']
41878,Savage Nights,,['Drama']
424,Schindler's List,,"['Drama', 'History', 'War']"
35233,The Scout,,"['Comedy', 'Drama']"
14291,Searching for Bobby Fischer,,['Drama']
103413,Second Best,,['Drama']
11236,The Secret Garden,The Secret Garden Collection,"['Drama', 'Family', 'Fantasy']"
11592,Serial Mom,,"['Comedy', 'Crime', 'Horror', 'Thriller']"
8850,The Shadow,The Shadow Collection,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
10445,Shadowlands,,"['Drama', 'Romance']"
695,Short Cuts,,"['Comedy', 'Drama']"
43535,A Simple Twist of Fate,,"['Drama', 'Family']"
12519,Sirens,,"['Comedy', 'Drama']"
23210,Six Degrees of Separation,,"['Mystery', 'Drama', 'Comedy']"
858,Sleepless in Seattle,,"['Comedy', 'Drama', 'Romance']"
867,Sliver,,"['Drama', 'Thriller']"
78,Blade Runner,Blade Runner Collection,"['Science Fiction', 'Drama', 'Thriller']"
13203,Son in Law,,"['Comedy', 'Drama', 'Romance']"
10442,So I Married an Axe Murderer,,"['Comedy', 'Crime', 'Romance']"
11074,Striking Distance,,"['Crime', 'Action', 'Mystery', 'Thriller']"
33367,Harem,,"['History', 'Drama', 'Romance']"
9607,Super Mario Bros.,,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
17585,Surviving the Game,,"['Action', 'Adventure', 'Thriller', 'Crime']"
9057,Terminal Velocity,,"['Action', 'Thriller']"
20967,Thirty Two Short Films About Glenn Gould,,"['Drama', 'Music']"
10635,Threesome,,"['Comedy', 'Drama', 'Family', 'Romance']"
9479,The Nightmare Before Christmas,,"['Fantasy', 'Animation', 'Family']"
10057,The Three Musketeers,,"['Action', 'Adventure', 'Comedy']"
11969,Tombstone,,"['Action', 'Adventure', 'Drama', 'History', 'Western']"
41590,Trial by Jury,,"['Drama', 'Action', 'Thriller']"
319,True Romance,,"['Action', 'Thriller', 'Crime', 'Romance']"
26408,The War Room,,"['Documentary', 'History']"
15139,The Pagemaster,,"['Fantasy', 'Science Fiction', 'Family', 'Animation']"
161158,"Paris, France",,"['Drama', 'Comedy']"
218473,"The Beans of Egypt, Maine",,[]
85247,Killer,,"['Thriller', 'Drama', 'Romance']"
11446,Welcome to the Dollhouse,,"['Comedy', 'Drama']"
51980,Germinal,,"['Drama', 'Romance']"
24405,Chasers,,"['Comedy', 'Romance']"
11655,Cronos,,"['Drama', 'Horror', 'Thriller']"
11800,Naked in New York,,"['Comedy', 'Romance']"
8223,Kika,,"['Comedy', 'Drama']"
14587,Bhaji on the Beach,,"['Comedy', 'Drama']"
31504,Little Big League,,"['Comedy', 'Family']"
41653,The Slingshot,,['Drama']
53185,Wide Eyed and Legless,,"['TV Movie', 'Drama', 'Romance', 'Comedy']"
95743,Foreign Student,,"['Drama', 'Romance']"
23637,"Ciao, Professore!",,"['Comedy', 'Foreign']"
17600,Spanking the Monkey,,"['Comedy', 'Drama']"
10897,The Little Rascals,,"['Romance', 'Comedy', 'Family']"
349394,À la mode,,['Comedy']
21352,Andre,,"['Drama', 'Family', 'Adventure']"
68806,The Escort,,"['Thriller', 'Crime', 'Drama']"
37345,Princess Caraboo,,"['Comedy', 'Drama', 'History', 'Mystery']"
32562,The Celluloid Closet,,"['History', 'Documentary']"
47507,Café au Lait,,"['Drama', 'Comedy', 'Romance', 'Foreign']"
25403,Dear Diary,,"['Comedy', 'Drama']"
124304,I Don't Want to Talk About It,,"['Romance', 'Drama']"
9066,The Brady Bunch Movie,The Brady Bunch Collection,['Comedy']
771,Home Alone,Home Alone Collection,"['Comedy', 'Family']"
251,Ghost,,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
812,Aladdin,Aladdin Collection,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']"
280,Terminator 2: Judgment Day,The Terminator Collection,"['Action', 'Thriller', 'Science Fiction']"
581,Dances with Wolves,,"['Adventure', 'Drama', 'Western']"
80350,Tough and Deadly,,"['Thriller', 'Action', 'Drama']"
268,Batman,Batman Collection,"['Fantasy', 'Action']"
274,The Silence of the Lambs,The Hannibal Lecter Anthology,"['Crime', 'Drama', 'Thriller']"
408,Snow White and the Seven Dwarfs,,"['Fantasy', 'Animation', 'Family']"
10020,Beauty and the Beast,Beauty and the Beast Collection,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']"
10895,Pinocchio,,"['Animation', 'Family']"
114,Pretty Woman,,"['Romance', 'Comedy']"
41043,Window to Paris,,"['Comedy', 'Drama', 'Fantasy']"
576,The Wild Bunch,,"['Adventure', 'Western']"
15477,Love and a .45,,"['Crime', 'Thriller']"
59146,The Wooden Man's Bride,,"['Drama', 'Foreign', 'Romance']"
124472,A Great Day in Harlem,,[]
30528,Bye Bye Love,,"['Comedy', 'Romance']"
7300,One Fine Day,,"['Comedy', 'Romance']"
10824,Candyman: Farewell to the Flesh,Candyman Collection,['Horror']
261246,Century,,"['Romance', 'Drama']"
275,Fargo,,"['Crime', 'Drama', 'Thriller']"
25059,Homeward Bound II: Lost in San Francisco,Homeward Bound Collection,"['Adventure', 'Comedy', 'Drama', 'Family']"
11827,Heavy Metal,Heavy Metal Collection,"['Animation', 'Science Fiction']"
8766,Hellraiser: Bloodline,Hellraiser Collection,"['Horror', 'Thriller', 'Science Fiction']"
23570,The Pallbearer,,"['Comedy', 'Romance']"
47333,Jane Eyre,,"['Drama', 'Romance']"
54850,Loaded,,"['Drama', 'Mystery', 'Thriller']"
51242,Bread and Chocolate,,"['Comedy', 'Foreign']"
10112,The Aristocats,,"['Animation', 'Comedy', 'Family', 'Adventure']"
4307,The Flower of My Secret,,"['Drama', 'Romance']"
46029,Two Much,,"['Comedy', 'Romance']"
32308,Ed,,"['Comedy', 'Family']"
88893,Scream of Stone,,"['Adventure', 'Drama', 'Documentary']"
52873,My Favorite Season,,['Drama']
123505,A Modern Affair,,[]
340210,Condition Red,,"['Thriller', 'Action', 'Drama']"
44281,Halfaouine: Boy of the Terraces,,"['Comedy', 'Drama']"
28121,A Thin Line Between Love and Hate,,"['Comedy', 'Thriller', 'Crime', 'Romance']"
12520,The Last Supper,,"['Comedy', 'Thriller', 'Crime', 'Drama']"
1592,Primal Fear,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
166901,Rude,,[]
36447,Carried Away,,"['Drama', 'Romance']"
19042,All Dogs Go to Heaven 2,All Dogs Go to Heaven Collection,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']"
38884,Land and Freedom,,"['Drama', 'History', 'War', 'Romance']"
47449,Denise Calls Up,,['Comedy']
36259,Theodore Rex,,"['Fantasy', 'Science Fiction', 'Family']"
41852,A Family Thing,,"['Comedy', 'Drama']"
40926,Frisk,,"['Drama', 'Thriller']"
9099,Sgt. Bilko,,"['Comedy', 'Family']"
2021,Jack & Sarah,,"['Comedy', 'Drama', 'Romance']"
61752,Girl 6,,['Comedy']
10988,Diabolique,,"['Drama', 'Horror', 'Mystery', 'Thriller']"
11479,"Little Indian, Big City",,"['Adventure', 'Drama', 'Comedy', 'Family']"
398959,Roula,,"['Romance', 'Drama']"
287305,Peanuts – Die Bank zahlt alles,,['Comedy']
339428,Happy Weekend,,['Comedy']
12652,Nelly and Monsieur Arnaud,,"['Drama', 'Romance']"
10684,Courage Under Fire,,"['Drama', 'Thriller', 'Mystery', 'War']"
954,Mission: Impossible,Mission: Impossible Collection,"['Adventure', 'Action', 'Thriller']"
68445,Cold Fever,,"['Drama', 'Comedy']"
18989,Moll Flanders,,"['Drama', 'Romance']"
10801,The Superwife,,['Comedy']
54285,"301, 302",,"['Horror', 'Mystery', 'Thriller']"
8840,DragonHeart,DragonHeart Collection,['Fantasy']
278978,Und keiner weint mir nach,,['Drama']
124625,My Mother's Courage,,['Drama']
11107,Eddie,,"['Action', 'Comedy']"
16417,Yankee Zulu,,"['Drama', 'Comedy']"
70934,Billy's Holiday,,[]
10363,Purple Noon,,"['Crime', 'Drama', 'Thriller']"
161070,August,,"['Romance', 'Comedy', 'Drama']"
10539,James and the Giant Peach,,"['Adventure', 'Animation', 'Family']"
10543,Fear,,"['Drama', 'Thriller', 'Romance']"
18414,Kids in the Hall: Brain Candy,,['Comedy']
47502,Faithful,,"['Comedy', 'Crime', 'Drama']"
11902,Underground,,"['War', 'Drama', 'Comedy']"
27098,All Things Fair,,"['War', 'Drama', 'Romance']"
25087,Bloodsport II,Bloodsport Collection,"['Action', 'Thriller']"
5801,Pather Panchali,The Apu Collection,['Drama']
896,The World of Apu,The Apu Collection,['Drama']
3065,Mystery Science Theater 3000: The Movie,,"['Comedy', 'Science Fiction']"
318177,Tarantella,,[]
2300,Space Jam,,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']"
8069,Barbarella,,['Science Fiction']
288173,Hostile Intentions,,"['Thriller', 'Action', 'Drama']"
187851,They Bite,,"['Comedy', 'Horror', 'Science Fiction']"
27768,Some Folks Call It a Sling Blade,,"['Drama', 'Thriller']"
221917,The Run of the Country,,"['Drama', 'Romance']"
8072,Alphaville,Lemmy Caution Collection,"['Drama', 'Science Fiction', 'Mystery']"
35797,Coup de Torchon,,['Drama']
88030,Tigrero: A Film That Was Never Made,,"['Documentary', 'Foreign']"
185191,The Eye of Vichy,,[]
83857,Windows,,"['Horror', 'Drama', 'Thriller']"
33245,It's My Party,,['Drama']
124460,Country Life,,"['Drama', 'Romance']"
27281,Operation Dumbo Drop,,"['Action', 'Adventure', 'Comedy', 'Family']"
105045,The Promise,,"['Drama', 'Romance']"
40001,Mrs. Winterbourne,,"['Comedy', 'Romance', 'Drama']"
29621,Solo,,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
117730,Under The Domim Tree,,"['Drama', 'Foreign']"
20762,The Substitute,The Substitute Collection,"['Action', 'Thriller']"
37144,True Crime,,"['Crime', 'Mystery', 'Thriller']"
48260,Butterfly Kiss,,"['Crime', 'Drama', 'Romance', 'Thriller']"
12656,Feeling Minnesota,,"['Action', 'Comedy', 'Drama', 'Thriller']"
38867,Delta of Venus,,"['Drama', 'Romance']"
277270,To Cross the Rubicon,,[]
25969,Angus,,"['Comedy', 'Drama', 'Family', 'Romance']"
44103,Priest Daens,,"['Drama', 'History']"
753,Faces,,['Drama']
43634,Boys,,"['Romance', 'Drama', 'Mystery']"
9103,The Quest,,"['Action', 'Adventure']"
90214,Cosi,,"['Comedy', 'Romance']"
29649,Sunset Park,,['Drama']
10990,Mulholland Falls,,"['Drama', 'Mystery', 'Thriller']"
8866,The Truth About Cats & Dogs,,"['Comedy', 'Romance']"
12233,Oliver & Company,,"['Animation', 'Comedy', 'Family']"
23449,Celtic Pride,,['Comedy']
36355,Flipper,,"['Adventure', 'Family']"
37667,Captives,,"['Drama', 'Thriller', 'Mystery', 'Romance']"
90148,Of Love and Shadows,,['Drama']
922,Dead Man,,"['Drama', 'Fantasy', 'Western']"
11876,The Horseman on the Roof,,"['War', 'Adventure', 'Drama', 'Romance']"
52633,Switchblade Sisters,,"['Action', 'Crime', 'Drama']"
62364,Mouth to Mouth,,"['Comedy', 'Foreign']"
11687,The Visitors,The Visitors Collection,"['Fantasy', 'Comedy', 'Science Fiction']"
9304,Multiplicity,,"['Comedy', 'Fantasy', 'Science Fiction']"
73183,"The Haunted World of Edward D. Wood, Jr.",,['Documentary']
131232,Two Friends,,"['Drama', 'Foreign']"
9100,The Craft,,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
20759,The Great White Hype,,"['Comedy', 'Drama']"
46063,Last Dance,,"['Drama', 'Thriller']"
32513,Cold Comfort Farm,,"['Comedy', 'Drama', 'Romance']"
40651,"Institute Benjamenta, or This Dream People Call Human Life",,"['Animation', 'Drama']"
36915,Heaven's Prisoners,,"['Drama', 'Mystery', 'Thriller']"
40507,Original Gangstas,,"['Action', 'Drama', 'Crime', 'Thriller']"
9802,The Rock,,"['Action', 'Adventure', 'Thriller']"
25697,Getting Away with Murder,,['Comedy']
21588,Cemetery Man,,"['Fantasy', 'Drama', 'Horror', 'Comedy']"
664,Twister,,"['Action', 'Adventure', 'Drama']"
11867,Barb Wire,,"['Action', 'Science Fiction']"
47119,Le Garçu,,['Drama']
314352,Honeymoon,,['Comedy']
9323,Ghost in the Shell,Ghost in the Shell Collection,"['Action', 'Animation', 'Science Fiction']"
10280,Thinner,,"['Horror', 'Thriller']"
10535,Spy Hard,,"['Action', 'Comedy']"
124613,Brothers in Trouble,,"['Comedy', 'Drama']"
532,A Close Shave,Wallace & Gromit Collection,"['Family', 'Animation', 'Comedy']"
26744,Force of Evil,,"['Drama', 'Action', 'Crime']"
16299,The Stupids,,"['Comedy', 'Family']"
10547,The Arrival,The Arrival Collection,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
245268,The Man from Down Under,,"['Drama', 'War']"
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,"['Drama', 'Comedy', 'War']"
55613,Careful,,"['Horror', 'Comedy', 'Drama', 'Fantasy']"
41007,A Month by the Lake,,"['Comedy', 'Drama', 'Romance']"
35645,Gold Diggers: The Secret of Bear Mountain,,['Drama']
110465,Kim,,"['Family', 'Adventure']"
255546,Carmen Miranda: Bananas Is My Business,,['Documentary']
40751,Ashes of Time,,"['Drama', 'Action']"
275096,The Jar,,[]
85778,Maya Lin: A Strong Clear Vision,,['Documentary']
11101,Stalingrad,,"['Drama', 'History', 'War']"
9826,The Phantom,,"['Adventure', 'Action']"
9879,Striptease,,"['Drama', 'Thriller', 'Crime']"
63564,The Last of the High Kings,,"['Drama', 'Comedy']"
22621,Heavy,,"['Drama', 'Romance']"
7095,Jack,,"['Comedy', 'Drama', 'Science Fiction']"
26890,I Shot Andy Warhol,,['Drama']
46732,The Grass Harp,,"['Comedy', 'Drama', 'Family']"
124633,Someone Else's America,,['Drama']
202425,Life is Rosy,,"['Music', 'Romance']"
196940,Quartier Mozart,,[]
77771,Touki Bouki,"Martin Scorsese’s World Cinema Project, Vol. 1","['Drama', 'Romance']"
181083,God's Gift,,['Drama']
41225,Spirits of the Dead,,"['Drama', 'Mystery', 'Horror']"
188589,Babyfever,,[]
87190,Pharaoh's  Army,,"['Western', 'Drama', 'War']"
627,Trainspotting,Trainspotting Collection,"['Drama', 'Crime']"
32872,Til There Was You,,"['Comedy', 'Romance']"
602,Independence Day,Independence Day Collection,"['Action', 'Adventure', 'Science Fiction']"
14553,Stealing Beauty,,"['Drama', 'Romance']"
9566,The Fan,,"['Drama', 'Mystery', 'Thriller']"
10545,The Hunchback of Notre Dame,The Hunchback of Notre Dame Collection,"['Drama', 'Animation', 'Family']"
9894,The Cable Guy,,"['Comedy', 'Drama', 'Thriller']"
11543,Kingpin,,['Comedy']
9268,Eraser,,"['Action', 'Drama', 'Mystery', 'Thriller']"
52059,The Gate of Heavenly Peace,,['Documentary']
9327,The Nutty Professor,The Nutty Professor Collection,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
123763,"I, the Worst of All",,"['Drama', 'Foreign']"
81949,An Unforgettable Summer,,"['Drama', 'Romance', 'War']"
42005,A Hungarian Fairy Tale,,[]
124306,My Life and Times With Antonin Artaud,,[]
183955,Midnight Dancers,,[]
44535,Somebody to Love,,"['Comedy', 'Drama']"
44495,A Very Natural Thing,,['Drama']
78285,The Old Lady Who Walked in the Sea,,['Comedy']
11228,Daylight,,"['Action', 'Adventure', 'Thriller']"
10779,The Frighteners,,"['Horror', 'Comedy']"
26748,Lone Star,,"['Drama', 'Mystery', 'Romance']"
38223,Harriet the Spy,,"['Comedy', 'Drama', 'Family']"
9294,Phenomenon,,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
49963,Walking and Talking,,"['Comedy', 'Drama', 'Romance']"
11363,She's the One,,"['Comedy', 'Romance']"
1645,A Time to Kill,,"['Crime', 'Drama', 'Thriller']"
31546,American Buffalo,,['Drama']
77056,Rendezvous in Paris,,"['Romance', 'Comedy']"
36344,Alaska,,['Adventure']
18550,Fled,,"['Action', 'Comedy', 'Thriller']"
11511,Kazaam,,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
172198,Magic Hunter,,[]
34170,Larger Than Life,,"['Family', 'Comedy']"
281085,A Boy Called Hate,,[]
109478,Power 98,,"['Action', 'Mystery', 'Thriller']"
124645,Two Deaths,,"['War', 'Drama']"
12606,A Very Brady Sequel,The Brady Bunch Collection,['Comedy']
69895,Stefano Quantestorie,,['Comedy']
35206,Death in the Garden,,"['Adventure', 'Drama']"
151489,Hedd Wyn,,"['War', 'Drama']"
4837,La Collectionneuse,,"['Drama', 'Comedy', 'Romance']"
12632,Kaspar Hauser,,"['Drama', 'Foreign']"
9098,Regular Guys,,"['Comedy', 'Foreign']"
282919,Diebinnen,,['Drama']
124614,The Convent,,['Thriller']
18975,The Adventures of Pinocchio,,"['Animation', 'Family', 'Fantasy']"
11962,Joe's Apartment,,"['Fantasy', 'Comedy', 'Music']"
2925,The First Wives Club,,['Comedy']
28628,Stonewall,,"['Romance', 'Drama', 'Comedy']"
3595,Ransom,,"['Action', 'Thriller']"
9308,High School High,,['Comedy']
92381,Phat Beach,,['Comedy']
18555,Foxfire,,"['Action', 'Drama', 'Thriller']"
12123,Chain Reaction,,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
10830,Matilda,,"['Comedy', 'Family', 'Fantasy']"
3573,Emma,,"['Drama', 'Comedy', 'Romance']"
10546,The Crow: City of Angels,The Crow Collection,"['Action', 'Fantasy', 'Thriller']"
18862,House Arrest,,"['Comedy', 'Family']"
31417,Eyes Without a Face,,"['Drama', 'Horror', 'Thriller']"
9431,Bordello of Blood,Tales from the Crypt Collection,"['Horror', 'Comedy']"
124619,Lotto Land,,['Drama']
297645,The Story of Xinghua,,[]
48144,The Day the Sun Turned Cold,,[]
46986,Flirt,,"['Drama', 'Romance']"
144982,The Big Squeeze,,['Drama']
47907,The Spitfire Grill,,"['Comedy', 'Drama']"
10061,Escape from L.A.,Escape From ... Collection,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
36266,Cyclo,,"['Crime', 'Drama']"
549,Basquiat,,"['Drama', 'History']"
10478,Tin Cup,,"['Comedy', 'Drama', 'Romance']"
66634,Dingo,,"['Drama', 'Music']"
116690,The Ballad of Narayama,,['Drama']
213917,Every Other Weekend,,['Drama']
145925,Mille bolle blu,,[]
100914,Crows and Sparrows,,[]
238,The Godfather,The Godfather Collection,"['Drama', 'Crime']"
159,Maybe... Maybe Not,,"['Comedy', 'Drama']"
11134,Police Story 3: Supercop,Police Story Collection,"['Action', 'Crime', 'Thriller']"
88224,Manny & Lo,,"['Drama', 'Comedy']"
132641,Wife,,['Drama']
42758,Small Faces,,[]
9303,Bound,,"['Crime', 'Drama', 'Romance', 'Thriller']"
23945,Carpool,,"['Comedy', 'Family']"
37820,Death in Brunswick,,['Drama']
22479,Kansas City,,"['Thriller', 'Drama', 'Music', 'Crime']"
9054,Gone Fishin',,"['Comedy', 'Family']"
241058,Lover's Knot,,"['Romance', 'Comedy']"
11985,Vive L'Amour,,['Drama']
10232,Shadow of Angels,,['Drama']
59569,Killer: A Journal of Murder,,['Drama']
410921,Nothing to Lose,,"['Action', 'Crime', 'Drama']"
38955,Project S,Police Story Collection,"['Action', 'Adventure', 'Crime']"
110513,Girls Town,,"['Comedy', 'Drama']"
114089,Bye-Bye,,['Drama']
11015,The Relic,,"['Horror', 'Mystery', 'Thriller']"
9306,The Island of Dr. Moreau,,"['Fantasy', 'Horror', 'Science Fiction']"
12559,First Kid,,"['Comedy', 'Family']"
58770,The Trigger Effect,,"['Drama', 'Thriller']"
124851,Sweet Nothing,,[]
3587,Bogus,,"['Fantasy', 'Comedy', 'Family']"
10723,Bulletproof,,"['Action', 'Adventure', 'Comedy', 'Thriller']"
56077,Talk of Angels,,"['Drama', 'Romance', 'War']"
19004,The Land Before Time III: The Time of the Great Giving,The Land Before Time Collection,"['Animation', 'Adventure', 'Family']"
101230,1-900,,[]
253632,Baton Rouge,,['Thriller']
10987,Halloween: The Curse of Michael Myers,Halloween Collection,"['Horror', 'Thriller']"
44705,Twelfth Night,,"['Drama', 'Comedy', 'Romance']"
20318,Mother Night,,"['Drama', 'History']"
43596,Liebelei,,"['Drama', 'Romance']"
79782,Venice,,"['Drama', 'Romance']"
26933,Wild Reeds,,"['Drama', 'Romance']"
27854,For Whom the Bell Tolls,,"['Drama', 'History', 'Romance', 'Thriller']"
981,The Philadelphia Story,,"['Comedy', 'Romance']"
872,Singin' in the Rain,,"['Comedy', 'Music', 'Romance']"
2769,An American in Paris,,"['Drama', 'Comedy', 'Music', 'Romance']"
13320,Funny Face,,"['Music', 'Comedy', 'Romance']"
164,Breakfast at Tiffany's,,"['Comedy', 'Drama', 'Romance']"
426,Vertigo,,"['Mystery', 'Romance', 'Thriller']"
567,Rear Window,,"['Drama', 'Mystery', 'Thriller']"
3078,It Happened One Night,,"['Comedy', 'Romance']"
13528,Gaslight,,"['Drama', 'Mystery', 'Thriller', 'Crime']"
28288,The Gay Divorcee,,"['Comedy', 'Music', 'Romance']"
213,North by Northwest,,"['Mystery', 'Thriller']"
284,The Apartment,,"['Comedy', 'Drama', 'Romance']"
239,Some Like It Hot,,"['Comedy', 'Romance']"
4808,Charade,,"['Comedy', 'Mystery', 'Romance', 'Thriller']"
289,Casablanca,,"['Drama', 'Romance']"
963,The Maltese Falcon,,"['Mystery', 'Crime', 'Thriller']"
11113,My Fair Lady,,"['Drama', 'Family', 'Music', 'Romance']"
6620,Sabrina,,"['Comedy', 'Drama', 'Romance']"
804,Roman Holiday,,"['Comedy', 'Romance']"
26531,The Little Princess,,"['Drama', 'Comedy', 'Family']"
909,Meet Me in St. Louis,,"['Comedy', 'Music', 'Romance']"
630,The Wizard of Oz,,"['Adventure', 'Family', 'Fantasy']"
770,Gone with the Wind,,"['Drama', 'Romance', 'War']"
31044,My Favorite Year,,"['Comedy', 'Drama']"
599,Sunset Boulevard,,['Drama']
15,Citizen Kane,,"['Mystery', 'Drama']"
62,2001: A Space Odyssey,The Space Odyssey Series,"['Science Fiction', 'Mystery', 'Adventure']"
121357,Golden Earrings,,"['Adventure', 'Romance']"
705,All About Eve,,['Drama']
22490,The Women,,"['Comedy', 'Drama']"
223,Rebecca,,"['Drama', 'Mystery']"
25670,Foreign Correspondent,,"['Mystery', 'Thriller', 'War']"
303,Notorious,,"['Thriller', 'Drama', 'Romance']"
4174,Spellbound,,"['Drama', 'Mystery', 'Thriller']"
8356,An Affair to Remember,,"['Drama', 'Romance']"
381,To Catch a Thief,,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
20758,Father of the Bride,,"['Comedy', 'Drama', 'Family', 'Romance']"
29376,The Band Wagon,,"['Comedy', 'Music']"
1859,Ninotchka,,"['Comedy', 'Romance']"
18299,Love in the Afternoon,,"['Comedy', 'Drama', 'Romance']"
17281,Gigi,,"['Comedy', 'Music', 'Romance']"
64382,The Reluctant Debutante,,"['Comedy', 'Romance']"
10907,The Adventures of Robin Hood,,"['Action', 'Adventure', 'Romance']"
32093,The Mark of Zorro,,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']"
1939,Laura,,"['Drama', 'Mystery']"
22292,The Ghost and Mrs. Muir,,"['Fantasy', 'Romance', 'Mystery']"
3598,Lost Horizon,,"['Adventure', 'Fantasy', 'Drama', 'Mystery']"
3080,Top Hat,,"['Comedy', 'Music', 'Romance']"
198,To Be or Not to Be,,"['Comedy', 'War']"
13562,My Man Godfrey,,"['Comedy', 'Romance']"
1712,Giant,,"['Action', 'Drama', 'Western']"
220,East of Eden,,['Drama']
3529,The Thin Man,The Thin Man Collection,"['Comedy', 'Crime', 'Mystery']"
3085,His Girl Friday,,"['Comedy', 'Drama']"
